Type,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,Mouse,Group
99,26.85,11.54,16.81,0.43,0.687,0.626,1.49,8.87,HUMAN_S03,subfertile
99,2.38,0.85,0.85,0.358,1,0.358,0.51,0.8,HUMAN_S03,subfertile
99,47.73,30.81,45.08,0.646,0.683,0.945,2.29,13.42,HUMAN_S03,subfertile
99,0.66,0.39,0.39,0.594,1,0.594,0.34,1.24,HUMAN_S03,subfertile
99,28.29,10.19,11.96,0.36,0.852,0.423,1.68,5.27,HUMAN_S03,subfertile
99,1.09,0.37,0.37,0.339,1,0.339,0.45,1.33,HUMAN_S03,subfertile
99,0,0,0,0,0,0,0.44,1.89,HUMAN_S03,subfertile
99,55.88,31.37,45.06,0.561,0.696,0.806,2.36,14,HUMAN_S03,subfertile
99,4.13,0.64,0.64,0.154,1,0.154,0.75,1.27,HUMAN_S03,subfertile
99,3.49,0.83,0.83,0.237,1,0.237,0.43,1.43,HUMAN_S03,subfertile
99,28.57,9.29,13.67,0.325,0.68,0.478,0.66,9.11,HUMAN_S03,subfertile
99,2.38,0.14,0.14,0.058,1,0.058,0.8,0.87,HUMAN_S03,subfertile
99,31.46,8.85,14.55,0.281,0.608,0.463,2.08,9.04,HUMAN_S03,subfertile
99,2.56,0.54,0.54,0.211,1,0.211,0.34,1.25,HUMAN_S03,subfertile
99,26.78,5.22,13.05,0.195,0.4,0.487,1.17,9.92,HUMAN_S03,subfertile
99,18.92,8.44,16.96,0.446,0.497,0.896,1.26,3.23,HUMAN_S03,subfertile
99,2.29,0.46,0.46,0.199,1,0.199,0.41,0.53,HUMAN_S03,subfertile
99,30.59,6.23,8.94,0.204,0.697,0.292,1.01,7.3,HUMAN_S03,subfertile
99,1.29,0.66,0.66,0.514,1,0.514,0.38,0.83,HUMAN_S03,subfertile
99,55.43,20,30.89,0.361,0.647,0.557,1.48,14.6,HUMAN_S03,subfertile
99,2.08,0.2,0.2,0.095,1,0.095,0.44,1,HUMAN_S03,subfertile
99,84.68,42.98,67.33,0.508,0.638,0.795,1,10.5,HUMAN_S03,subfertile
99,0,0,0,0,0,0,0.5,0.58,HUMAN_S03,subfertile
99,55.74,20,50.2,0.359,0.398,0.901,3.91,14.81,HUMAN_S03,subfertile
99,1.24,0.72,0.72,0.578,1,0.578,0.47,0.87,HUMAN_S03,subfertile
99,0.63,0.23,0.23,0.368,1,0.368,0.49,1.37,HUMAN_S03,subfertile
99,36.71,5.36,13.35,0.146,0.402,0.364,1.63,11.17,HUMAN_S03,subfertile
99,26.02,6.89,6.89,0.265,1,0.265,1.27,11.4,HUMAN_S03,subfertile
99,3.84,0.68,0.68,0.178,1,0.178,0.39,0.77,HUMAN_S03,subfertile
99,1.56,0.21,0.21,0.132,1,0.132,0.39,1.06,HUMAN_S03,subfertile
99,23.49,12.64,23.49,0.538,0.538,1,1.22,10.11,HUMAN_S03,subfertile
99,37.14,21.55,29.91,0.58,0.72,0.806,2.66,13.52,HUMAN_S03,subfertile
99,19.96,8.19,19.94,0.41,0.411,0.999,1.15,11.78,HUMAN_S03,subfertile
99,1.43,0.37,0.37,0.256,1,0.256,0.22,0.89,HUMAN_S03,subfertile
99,84.49,21.09,43.69,0.25,0.483,0.517,1.67,14.03,HUMAN_S03,subfertile
99,1.16,0.43,0.43,0.372,1,0.372,0.58,0.84,HUMAN_S03,subfertile
99,2.27,0.16,0.16,0.069,1,0.069,0.84,1.47,HUMAN_S03,subfertile
99,1.87,0.2,0.2,0.107,1,0.107,0.25,2.05,HUMAN_S03,subfertile
99,24.03,1.56,9.28,0.065,0.168,0.386,1.83,4.94,HUMAN_S03,subfertile
99,67.87,20,25.49,0.295,0.785,0.376,1.96,13.92,HUMAN_S03,subfertile
99,3.34,0.51,0.51,0.152,1,0.152,0.24,1.41,HUMAN_S03,subfertile
99,1.73,0.53,0.53,0.309,1,0.309,0.45,0.04,HUMAN_S03,subfertile
99,70.7,35.67,44.18,0.505,0.807,0.625,1.47,9.44,HUMAN_S03,subfertile
99,0,0,0,0,0,0,0.38,1.6,HUMAN_S03,subfertile
99,38.38,20,20,0.521,1,0.521,2.06,14.36,HUMAN_S03,subfertile
99,2.64,0.37,0.37,0.142,1,0.142,0.61,1.01,HUMAN_S03,subfertile
99,26.94,3.39,13.59,0.126,0.25,0.504,0.85,7.76,HUMAN_S03,subfertile
99,2.72,0.35,0.35,0.127,1,0.127,0.36,1.12,HUMAN_S03,subfertile
99,24.93,5.7,12.15,0.229,0.469,0.487,1.35,7.77,HUMAN_S03,subfertile
99,33.82,6.81,10.5,0.201,0.648,0.31,1.3,9.53,HUMAN_S03,subfertile
99,1.37,0.34,0.34,0.245,1,0.245,0.2,0,HUMAN_S03,subfertile
99,10.19,7.5,10.19,0.736,0.736,1,1.45,7.36,HUMAN_S03,subfertile
99,38.29,7.18,16.84,0.188,0.426,0.44,0.77,8.53,HUMAN_S03,subfertile
99,3.23,0.44,0.44,0.137,1,0.137,0.81,0.33,HUMAN_S03,subfertile
99,20,20,20,1,1,1,2.48,10.77,HUMAN_S03,subfertile
99,1.57,0.66,0.66,0.422,1,0.422,0.62,0.39,HUMAN_S03,subfertile
99,3.21,0.63,0.63,0.195,1,0.195,0.24,2.24,HUMAN_S03,subfertile
99,0.3,0,0,0,0,0,0.36,1.18,HUMAN_S03,subfertile
99,25.24,9.1,18.97,0.36,0.48,0.752,1.6,8.18,HUMAN_S03,subfertile
99,2.24,0.35,0.35,0.155,1,0.155,0.23,0.47,HUMAN_S03,subfertile
99,3.63,0.54,0.54,0.149,1,0.149,0.3,0.99,HUMAN_S03,subfertile
99,68.19,20,45.23,0.293,0.442,0.663,2.21,6.98,HUMAN_S03,subfertile
99,18.43,4.17,16.63,0.226,0.251,0.903,1.62,3.38,HUMAN_S03,subfertile
99,34.55,4.75,20.05,0.138,0.237,0.58,0.8,7.94,HUMAN_S03,subfertile
99,1.85,0.93,0.93,0.503,1,0.503,0.8,0.06,HUMAN_S03,subfertile
99,1.54,0.7,0.7,0.455,1,0.455,0.37,0.64,HUMAN_S03,subfertile
99,75.25,32.06,47.99,0.426,0.668,0.638,2.33,15.57,HUMAN_S03,subfertile
99,31.56,9.36,16.44,0.297,0.569,0.521,2.13,8.36,HUMAN_S03,subfertile
99,20,20,20,1,1,1,1,11.45,HUMAN_S03,subfertile
99,2.41,0.25,0.25,0.105,1,0.105,0.48,0.45,HUMAN_S03,subfertile
99,0.8,0.18,0.18,0.229,1,0.229,0.76,0.59,HUMAN_S03,subfertile
99,1.49,0.05,0.05,0.031,1,0.031,0.47,1.45,HUMAN_S03,subfertile
99,2.41,0.45,0.45,0.185,1,0.185,0.74,1.04,HUMAN_S03,subfertile
99,2.62,0,0,0,0,0,0.47,0.09,HUMAN_S03,subfertile
99,25.61,8.15,18.3,0.318,0.446,0.715,1.94,7.25,HUMAN_S03,subfertile
99,59.39,20,46.9,0.337,0.426,0.79,1.76,10.49,HUMAN_S03,subfertile
99,1.64,0.33,0.33,0.203,1,0.203,0.32,0.7,HUMAN_S03,subfertile
99,2.17,0.57,0.57,0.262,1,0.262,0.45,0.68,HUMAN_S03,subfertile
99,1.56,1.02,1.02,0.655,1,0.655,0.35,1.11,HUMAN_S03,subfertile
99,24.61,10.07,10.07,0.409,1,0.409,0.63,8.78,HUMAN_S03,subfertile
99,21.99,7.78,8.41,0.354,0.925,0.383,0.51,8.81,HUMAN_S03,subfertile
99,58.49,20,46.48,0.342,0.43,0.795,2.84,9.47,HUMAN_S03,subfertile
99,60.54,20,34.1,0.33,0.586,0.563,3.3,12.3,HUMAN_S03,subfertile
99,1.03,0.69,0.69,0.665,1,0.665,0.5,1.14,HUMAN_S03,subfertile
99,53.29,33.93,40.31,0.637,0.842,0.756,1,13.43,HUMAN_S03,subfertile
99,22.26,8.27,14.25,0.372,0.581,0.64,1.62,9.39,HUMAN_S03,subfertile
99,2.63,0.4,0.4,0.152,1,0.152,0.22,1.42,HUMAN_S03,subfertile
99,11.9,8.62,11.9,0.725,0.725,1,1.68,12.4,HUMAN_S03,subfertile
99,69.67,20,33.5,0.287,0.597,0.481,1.08,17.29,HUMAN_S03,subfertile
99,1.76,0.58,0.58,0.33,1,0.33,0.63,1.43,HUMAN_S03,subfertile
99,3.04,0.18,0.18,0.06,1,0.06,0.72,1.04,HUMAN_S03,subfertile
99,2.38,0.58,0.58,0.246,1,0.246,0.37,0.75,HUMAN_S03,subfertile
99,2.76,0.84,0.84,0.305,1,0.305,0.42,1.01,HUMAN_S03,subfertile
99,12.26,11.69,12.26,0.953,0.953,1,1.97,8.1,HUMAN_S03,subfertile
99,22.95,7.88,16.12,0.343,0.488,0.703,0.78,10.08,HUMAN_S03,subfertile
99,30.58,30.58,30.58,1,1,1,2.11,7.57,HUMAN_S03,subfertile
99,1.02,0.52,0.52,0.511,1,0.511,0.27,0,HUMAN_S03,subfertile
99,77.74,20,46.35,0.257,0.432,0.596,2.14,21.02,HUMAN_S03,subfertile
99,1.52,0.74,0.74,0.489,1,0.489,0.34,0.97,HUMAN_S03,subfertile
99,84.87,23.68,49.22,0.279,0.481,0.58,2.13,13.53,HUMAN_S03,subfertile
99,77.38,32.77,45.41,0.423,0.722,0.587,1.51,8.48,HUMAN_S03,subfertile
99,1.8,0.38,0.38,0.211,1,0.211,0.19,0.98,HUMAN_S03,subfertile
99,77.12,30.14,53.13,0.391,0.567,0.689,1.47,10.87,HUMAN_S03,subfertile
99,0.69,0.69,0.69,1,1,1,0.27,0.66,HUMAN_S03,subfertile
99,27.57,6.39,18,0.232,0.355,0.653,1.02,10.1,HUMAN_S03,subfertile
99,78.99,33.18,56.28,0.42,0.589,0.713,1,13.4,HUMAN_S03,subfertile
99,20.22,5.69,19.01,0.282,0.299,0.94,2.74,7.22,HUMAN_S03,subfertile
99,31.82,12.54,14.63,0.394,0.857,0.46,2.81,6.68,HUMAN_S03,subfertile
99,0.91,0.52,0.52,0.573,1,0.573,0.6,1.13,HUMAN_S03,subfertile
99,3.61,0.03,0.03,0.007,1,0.007,0.7,0.16,HUMAN_S03,subfertile
99,2.94,1.07,1.07,0.363,1,0.363,0.55,0.85,HUMAN_S03,subfertile
99,27.95,7.16,12.26,0.256,0.584,0.439,0.5,7.55,HUMAN_S03,subfertile
99,0.61,0.28,0.28,0.453,1,0.453,0.56,1.27,HUMAN_S03,subfertile
99,98.13,28.29,69.29,0.288,0.408,0.706,1,13.56,HUMAN_S03,subfertile
99,23.92,2.89,19.92,0.121,0.145,0.833,1.58,8.6,HUMAN_S03,subfertile
99,34.55,6.89,17.27,0.199,0.399,0.5,0.8,9.45,HUMAN_S03,subfertile
99,28.63,3.98,12.02,0.139,0.331,0.42,0.71,10.46,HUMAN_S03,subfertile
99,1.95,0.66,0.66,0.337,1,0.337,0.51,0.56,HUMAN_S03,subfertile
99,1.32,0.04,0.04,0.03,1,0.03,0.55,1.63,HUMAN_S03,subfertile
99,55.34,37.16,50.12,0.671,0.741,0.906,4.71,16.26,HUMAN_S03,subfertile
99,2.29,0.58,0.58,0.254,1,0.254,0.26,1.59,HUMAN_S03,subfertile
99,1.6,1,1,0.625,1,0.625,0.3,0.84,HUMAN_S03,subfertile
99,1.4,1.07,1.07,0.766,1,0.766,0.66,1.29,HUMAN_S03,subfertile
99,1.05,0,0,0,0,0,0.58,1.45,HUMAN_S03,subfertile
99,50.51,29.55,41.01,0.585,0.721,0.812,2.43,12.89,HUMAN_S03,subfertile
99,0.64,0.4,0.4,0.634,1,0.634,0.42,0,HUMAN_S03,subfertile
99,23.23,10.99,21.23,0.473,0.518,0.914,1.77,8.22,HUMAN_S03,subfertile
99,54.82,26.11,49.3,0.476,0.53,0.899,3.04,20.03,HUMAN_S03,subfertile
99,0.03,0.03,0.03,1,1,1,0.41,0.84,HUMAN_S03,subfertile
99,3.16,0.87,0.87,0.276,1,0.276,0.49,0.61,HUMAN_S03,subfertile
99,82.47,23.49,66.57,0.285,0.353,0.807,2.23,10.62,HUMAN_S03,subfertile
99,51.38,20,44.14,0.389,0.453,0.859,2.22,11.77,HUMAN_S03,subfertile
99,65.3,20,42.84,0.306,0.467,0.656,2.59,9.46,HUMAN_S03,subfertile
99,1.05,0.54,0.54,0.52,1,0.52,0.21,0.44,HUMAN_S03,subfertile
99,3.46,0.47,0.47,0.135,1,0.135,0.49,1.12,HUMAN_S03,subfertile
99,67.87,20,57.38,0.295,0.349,0.845,1.41,12.9,HUMAN_S03,subfertile
99,0.3,0.3,0.3,1,1,1,0.27,1.28,HUMAN_S03,subfertile
99,48.89,22.61,34.1,0.462,0.663,0.698,2.33,14.47,HUMAN_S03,subfertile
99,44.58,20,20,0.449,1,0.449,2.16,11.12,HUMAN_S03,subfertile
99,104.62,20,63.21,0.191,0.316,0.604,2.29,14.03,HUMAN_S03,subfertile
99,4.32,0.47,0.47,0.109,1,0.109,0.54,1.88,HUMAN_S03,subfertile
99,3.17,0.55,0.55,0.172,1,0.172,0.35,1.61,HUMAN_S03,subfertile
99,0.83,0.22,0.22,0.264,1,0.264,0.67,1.04,HUMAN_S03,subfertile
99,1.2,0.63,0.63,0.522,1,0.522,0.36,1.01,HUMAN_S03,subfertile
