Type,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,Mouse,Group
99,64.34,48.69,52.95,0.757,0.92,0.823,2.32,15.04,HUMAN_F02,fertile
99,0.1,0.1,0.1,1,1,1,0.75,1.18,HUMAN_F02,fertile
99,3.36,0.47,0.47,0.139,1,0.139,0.51,1.7,HUMAN_F02,fertile
99,182.96,68.77,106.38,0.376,0.647,0.581,8.79,16.4,HUMAN_F02,fertile
99,3.15,0.56,0.56,0.177,1,0.177,0.32,1.23,HUMAN_F02,fertile
99,99.14,53.63,76.61,0.541,0.7,0.773,3.51,19.05,HUMAN_F02,fertile
99,16.2,7.53,14.2,0.465,0.53,0.877,1.66,8.39,HUMAN_F02,fertile
99,111.58,55.93,83.16,0.501,0.673,0.745,4.14,23.45,HUMAN_F02,fertile
99,0.21,0.21,0.21,1,1,1,0.57,1.45,HUMAN_F02,fertile
99,168.75,68.42,102.35,0.405,0.668,0.607,8.84,12.1,HUMAN_F02,fertile
99,218.41,85.74,128.29,0.393,0.668,0.587,8.42,14.67,HUMAN_F02,fertile
99,102.84,60.84,99.99,0.592,0.608,0.972,3.47,18.85,HUMAN_F02,fertile
99,2.34,1.25,1.25,0.534,1,0.534,0.25,0.55,HUMAN_F02,fertile
99,83.02,57.58,68.08,0.694,0.846,0.82,3.74,18.92,HUMAN_F03,fertile
99,95.71,56.05,87.95,0.586,0.637,0.919,2.68,24.66,HUMAN_F03,fertile
99,75.72,53.25,68.35,0.703,0.779,0.903,2.1,21.51,HUMAN_F03,fertile
99,105.78,46.77,86.94,0.442,0.538,0.822,2.45,13.82,HUMAN_F03,fertile
99,0.26,0.26,0.26,1,1,1,0.79,1.03,HUMAN_F03,fertile
99,98.97,64.12,76.46,0.648,0.839,0.773,3.97,14.62,HUMAN_F03,fertile
99,98.78,58.27,80.48,0.59,0.724,0.815,3.3,18.34,HUMAN_F03,fertile
99,2.4,0.66,0.66,0.275,1,0.275,0.44,1.42,HUMAN_F03,fertile
99,24.82,10.44,12.3,0.42,0.849,0.495,1.49,9.74,HUMAN_F03,fertile
99,87.45,52.85,74.1,0.604,0.713,0.847,3.31,18.87,HUMAN_F03,fertile
99,88.9,50.25,77.43,0.565,0.649,0.871,2.88,17.85,HUMAN_F03,fertile
99,94.91,50.47,79.74,0.532,0.633,0.84,2.73,17.97,HUMAN_F03,fertile
99,132.34,38.4,92.23,0.29,0.416,0.697,4.45,16.41,HUMAN_F03,fertile
99,103.78,63.93,74.85,0.616,0.854,0.721,3.2,19.34,HUMAN_F03,fertile
99,79.46,50.59,61.09,0.637,0.828,0.769,2.51,18.16,HUMAN_F03,fertile
99,93.41,75.79,93.41,0.811,0.811,1,2.28,16.45,HUMAN_F03,fertile
99,130.51,35.11,89.63,0.269,0.392,0.687,2.43,21.83,HUMAN_F03,fertile
99,2.26,0.78,0.78,0.348,1,0.348,0.56,0.38,HUMAN_F03,fertile
99,207.53,31.4,124.34,0.151,0.252,0.599,9.09,14.77,HUMAN_F03,fertile
99,212.23,21.22,134.84,0.1,0.157,0.635,7,15.44,HUMAN_F03,fertile
99,93.71,42.67,76.21,0.455,0.56,0.813,3.46,17.22,HUMAN_F03,fertile
99,2.51,0.11,0.11,0.042,1,0.042,0.99,1.17,HUMAN_F03,fertile
99,26.84,8.84,13.27,0.33,0.666,0.494,1.88,11,HUMAN_F03,fertile
99,108.9,41.73,85.89,0.383,0.486,0.789,3.01,13.85,HUMAN_F03,fertile
99,94.16,53.11,75.99,0.564,0.699,0.807,2.5,17.13,HUMAN_F03,fertile
99,25.43,3.71,12.24,0.146,0.303,0.481,0.64,10.24,HUMAN_F03,fertile
99,157.69,43.92,96.53,0.279,0.455,0.612,8.21,15.14,HUMAN_F03,fertile
99,125.4,41.01,80.66,0.327,0.508,0.643,3.43,18.73,HUMAN_F03,fertile
99,33.67,8.99,16.76,0.267,0.536,0.498,2.08,8.25,HUMAN_F03,fertile
99,26.14,5.49,20.68,0.21,0.266,0.791,1.83,6.95,HUMAN_F03,fertile
99,103.9,42.24,70.3,0.407,0.601,0.677,3.27,10.46,HUMAN_F03,fertile
99,0,0,0,0,0,0,0.18,1.56,HUMAN_F03,fertile
99,1.96,0.4,0.4,0.205,1,0.205,0.55,1.12,HUMAN_F03,fertile
99,113.55,25.43,65.92,0.224,0.386,0.581,1.78,13.97,HUMAN_F03,fertile
99,106.16,60.46,88.92,0.569,0.68,0.838,3.85,20.69,HUMAN_F03,fertile
99,101.7,46.47,80.11,0.457,0.58,0.788,2.75,18.33,HUMAN_F03,fertile
99,186.94,48.58,117.42,0.26,0.414,0.628,8.42,14.14,HUMAN_F03,fertile
99,120.47,45.75,82.38,0.38,0.555,0.684,3.03,14.36,HUMAN_F03,fertile
99,153.54,41.91,88.2,0.273,0.475,0.574,9.51,14.26,HUMAN_F03,fertile
99,21.66,9.36,13.13,0.432,0.713,0.606,1.73,10.45,HUMAN_F03,fertile
99,71.81,39.27,58.29,0.547,0.674,0.812,3.29,18.72,HUMAN_F03,fertile
99,90.1,53.24,86.93,0.591,0.612,0.965,1.45,15.09,HUMAN_F03,fertile
99,116.98,54.04,92.94,0.462,0.581,0.795,2.37,14.32,HUMAN_F03,fertile
99,1.57,0.61,0.61,0.389,1,0.389,0.43,0.36,HUMAN_F03,fertile
99,29.7,3.32,14.98,0.112,0.222,0.504,0.82,5.93,HUMAN_F03,fertile
99,2.45,0.23,0.23,0.095,1,0.095,0.42,1.79,HUMAN_F03,fertile
99,116.88,66.19,82.79,0.566,0.8,0.708,2.93,12.57,HUMAN_F03,fertile
99,112.44,37.87,83.04,0.337,0.456,0.739,2.22,13.37,HUMAN_F03,fertile
99,1.27,0.58,0.58,0.453,1,0.453,0.6,0.62,HUMAN_F03,fertile
99,27.45,13.76,15.26,0.501,0.902,0.556,1.63,7.69,HUMAN_F03,fertile
99,103.37,50.68,87.42,0.49,0.58,0.846,3.22,18.95,HUMAN_F03,fertile
99,90.95,58.31,67.79,0.641,0.86,0.745,3.59,14.8,HUMAN_F03,fertile
99,76.39,61.69,68.47,0.808,0.901,0.896,2.74,17.71,HUMAN_F03,fertile
99,2.23,0.18,0.18,0.08,1,0.08,0.49,1.07,HUMAN_F03,fertile
99,104.87,59.28,82.93,0.565,0.715,0.791,2.56,18.54,HUMAN_F03,fertile
99,91.36,45.25,59.54,0.495,0.76,0.652,4.13,19.39,HUMAN_F03,fertile
99,87.69,62.63,76.98,0.714,0.814,0.878,2.99,18.66,HUMAN_F03,fertile
99,106.01,40.28,74.91,0.38,0.538,0.707,1.95,15.15,HUMAN_F03,fertile
99,30.05,2.84,10.82,0.095,0.263,0.36,1.44,8.82,HUMAN_F03,fertile
99,67.69,46.42,52.66,0.686,0.881,0.778,2.15,15.25,HUMAN_F03,fertile
99,0.58,0.21,0.21,0.367,1,0.367,0.73,1.05,HUMAN_F03,fertile
99,115.12,48.6,77.86,0.422,0.624,0.676,3.26,18.37,HUMAN_F03,fertile
99,15.06,9.49,15.06,0.63,0.63,1,1.7,10.08,HUMAN_F03,fertile
99,1.3,0.09,0.09,0.07,1,0.07,0.55,0.69,HUMAN_F03,fertile
99,96.87,60.12,85.81,0.621,0.701,0.886,3.62,13.89,HUMAN_F03,fertile
99,28.39,12.62,12.74,0.445,0.991,0.449,1.82,6.31,HUMAN_F03,fertile
99,2.33,0.48,0.48,0.204,1,0.204,0.27,0,HUMAN_F03,fertile
99,105.36,56.03,87.77,0.532,0.638,0.833,2.62,14.88,HUMAN_F03,fertile
99,0.52,0.43,0.43,0.829,1,0.829,0.79,0.33,HUMAN_F03,fertile
99,35.6,7.88,10.06,0.221,0.784,0.283,1.79,7.77,HUMAN_F03,fertile
99,22.04,2.93,16.03,0.133,0.183,0.727,2.33,7.37,HUMAN_F03,fertile
99,121.32,51.26,95.39,0.423,0.537,0.786,3.04,14.19,HUMAN_F03,fertile
99,86.79,51.28,64.13,0.591,0.8,0.739,2.88,21.58,HUMAN_F03,fertile
99,70.2,40.67,54.54,0.579,0.746,0.777,2.05,20.46,HUMAN_F03,fertile
99,2.09,0.75,0.75,0.357,1,0.357,0.39,0.64,HUMAN_F03,fertile
99,28.99,4.24,15.14,0.146,0.28,0.522,1.56,5.58,HUMAN_F03,fertile
99,35.1,11.49,11.49,0.327,1,0.327,1.42,10.15,HUMAN_F03,fertile
99,36.08,9.55,18.07,0.265,0.528,0.501,0.97,10.27,HUMAN_F03,fertile
99,97.6,56.24,66.08,0.576,0.851,0.677,3.38,19.62,HUMAN_F03,fertile
99,3.35,0.49,0.49,0.148,1,0.148,0.67,1.43,HUMAN_F03,fertile
99,126.72,56.2,101.89,0.444,0.552,0.804,1.44,16.66,HUMAN_F03,fertile
99,1.39,0.69,0.69,0.496,1,0.496,0.42,1.84,HUMAN_F03,fertile
99,120,60.12,82.84,0.501,0.726,0.69,2.05,18.52,HUMAN_F03,fertile
99,32.05,5.79,14.29,0.181,0.405,0.446,1.56,9.84,HUMAN_F03,fertile
99,26.49,4.83,12.98,0.182,0.372,0.49,1.53,8.63,HUMAN_F03,fertile
99,62.36,62.36,62.36,1,1,1,2.38,19.53,HUMAN_F03,fertile
99,69.22,57.81,68.66,0.835,0.842,0.992,1.76,19.47,HUMAN_F03,fertile
99,171.87,36.75,103.53,0.214,0.355,0.602,8.87,16.21,HUMAN_F03,fertile
99,18.17,9.85,13.78,0.542,0.714,0.759,0.83,5.81,HUMAN_F03,fertile
99,66.52,50.52,50.52,0.759,1,0.759,2.77,16.05,HUMAN_F03,fertile
99,92.69,54.42,83.15,0.587,0.655,0.897,3.11,11.66,HUMAN_F03,fertile
99,106.98,52.74,78.39,0.493,0.673,0.733,4.06,21.38,HUMAN_F03,fertile
99,95.44,34.31,75.89,0.36,0.452,0.795,3.65,16,HUMAN_F03,fertile
99,102.52,65.48,95.48,0.639,0.686,0.931,3.26,13.25,HUMAN_F03,fertile
99,0.97,0.94,0.94,0.962,1,0.962,0.3,0.77,HUMAN_F03,fertile
99,23.01,8.38,14.25,0.364,0.588,0.619,1.4,7.07,HUMAN_F03,fertile
99,127.7,55.51,89.45,0.435,0.621,0.7,4.18,14.7,HUMAN_F03,fertile
99,123.28,47.84,99.49,0.388,0.481,0.807,2.55,16.82,HUMAN_F03,fertile
99,2.85,0.85,0.85,0.297,1,0.297,0.43,1.02,HUMAN_F03,fertile
99,1.72,0.74,0.74,0.428,1,0.428,0.61,1.15,HUMAN_F03,fertile
99,84.72,45.5,72.4,0.537,0.628,0.855,2.18,16.02,HUMAN_F03,fertile
99,1.63,0.64,0.64,0.39,1,0.39,0.55,0.48,HUMAN_F03,fertile
99,72.39,50.68,61.81,0.7,0.82,0.854,2.89,18.93,HUMAN_F03,fertile
99,3.21,0.89,0.89,0.276,1,0.276,0.75,2.2,HUMAN_F03,fertile
99,1.82,1.03,1.03,0.567,1,0.567,0.43,0.67,HUMAN_F03,fertile
99,91.42,61.92,79.06,0.677,0.783,0.865,1.99,12.09,HUMAN_F03,fertile
99,204.26,42.8,119.8,0.21,0.357,0.587,8.88,13.13,HUMAN_F03,fertile
99,59.35,59.11,59.35,0.996,0.996,1,1.83,15.38,HUMAN_F03,fertile
99,79.3,45.23,60.12,0.57,0.752,0.758,1.85,14.74,HUMAN_F03,fertile
99,102.51,42.52,70.4,0.415,0.604,0.687,1.22,15.62,HUMAN_F03,fertile
99,21.48,6.93,15.16,0.323,0.457,0.706,1.8,11.25,HUMAN_F03,fertile
99,23.38,17.86,19.96,0.764,0.895,0.854,1.58,5.54,HUMAN_F03,fertile
99,201.89,60.09,121.28,0.298,0.495,0.601,8.9,15.82,HUMAN_F03,fertile
99,25.26,8.31,10.49,0.329,0.792,0.415,2.01,7.9,HUMAN_F03,fertile
99,88.05,65.75,70.29,0.747,0.935,0.798,4.54,15.68,HUMAN_F03,fertile
99,124.78,42.73,85.59,0.342,0.499,0.686,2.08,14.41,HUMAN_F03,fertile
99,25.09,13.31,23.91,0.531,0.557,0.953,1.23,7.9,HUMAN_F03,fertile
99,3.46,0.03,0.03,0.008,1,0.008,0.95,1.07,HUMAN_F03,fertile
99,105.66,70.5,84.24,0.667,0.837,0.797,3.3,16.35,HUMAN_F03,fertile
99,2.88,0.34,0.34,0.118,1,0.118,0.28,1.09,HUMAN_F03,fertile
99,32.11,7.61,14.22,0.237,0.535,0.443,1.24,7.55,HUMAN_F03,fertile
99,110.36,56.65,78.42,0.513,0.722,0.711,1.51,15.78,HUMAN_F03,fertile
99,35.41,5.88,12.99,0.166,0.452,0.367,1.78,4.6,HUMAN_F03,fertile
99,28.24,10.83,10.83,0.383,1,0.383,1.24,8.39,HUMAN_F03,fertile
99,0.81,0.48,0.48,0.587,1,0.587,0.72,1.5,HUMAN_F03,fertile
99,86.89,77.17,80.49,0.888,0.959,0.926,3.29,19.95,HUMAN_F03,fertile
99,2.75,0.38,0.38,0.139,1,0.139,0.74,2.12,HUMAN_F03,fertile
99,107.75,62.46,67.14,0.58,0.93,0.623,2.65,16.4,HUMAN_F03,fertile
99,30.85,8.71,8.71,0.282,1,0.282,1.4,10.03,HUMAN_F03,fertile
99,100.65,56.9,75.99,0.565,0.749,0.755,3.14,11.93,HUMAN_F03,fertile
99,3.85,0.39,0.39,0.101,1,0.101,0.57,1.28,HUMAN_F03,fertile
99,89.84,61.47,73.24,0.684,0.839,0.815,2.68,20.32,HUMAN_F03,fertile
99,16.75,5.77,11.63,0.344,0.496,0.694,1.11,8.29,HUMAN_F03,fertile
99,99.92,46.69,82.46,0.467,0.566,0.825,3.02,15.97,HUMAN_F03,fertile
99,180.72,38.33,112.67,0.212,0.34,0.623,10.06,15.86,HUMAN_F03,fertile
99,106.11,64.72,82.73,0.61,0.782,0.78,2.78,14.48,HUMAN_F03,fertile
99,207.56,55.36,120.02,0.267,0.461,0.578,9.48,12.26,HUMAN_F03,fertile
99,90.48,63.48,87.01,0.702,0.73,0.962,2.76,20.4,HUMAN_F03,fertile
99,29.27,7.4,22.07,0.253,0.336,0.754,2.19,7.95,HUMAN_F03,fertile
99,127.62,47.75,84.53,0.374,0.565,0.662,3.44,17.91,HUMAN_F03,fertile
99,107.63,57.21,80.63,0.532,0.71,0.749,3.94,21.63,HUMAN_F03,fertile
99,2.9,0.72,0.72,0.249,1,0.249,0.78,1.14,HUMAN_F03,fertile
99,28.78,9.78,12.94,0.34,0.756,0.449,1.89,9.25,HUMAN_F03,fertile
99,97.07,50.31,53.9,0.518,0.934,0.555,3.02,16.5,HUMAN_F03,fertile
99,3.2,1.08,1.08,0.338,1,0.338,0.26,2.12,HUMAN_F03,fertile
99,198.01,67.71,109.18,0.342,0.62,0.551,11.38,11.27,HUMAN_F03,fertile
99,83.02,45.09,62.39,0.543,0.723,0.752,3.73,19.29,HUMAN_F03,fertile
99,108.02,36.19,76.92,0.335,0.47,0.712,2.41,14.26,HUMAN_F03,fertile
99,1.83,0.28,0.28,0.155,1,0.155,0.73,0,HUMAN_F03,fertile
99,203.44,98.14,111.95,0.482,0.877,0.55,9.33,10.81,HUMAN_F03,fertile
